-BEGIN HEADER-,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data ,,,,,,,
Dates (month/day/year): 01/01/2021 through 12/31/2021 ,,,,,,,
Location: Latitude  25.4205   Longitude 46.126 ,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 640.23 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
Parameter(s): ,,,,,,,
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) ,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,WS10M,WD50M
2021,4,10,7,254.84,24.04,4.91,223.67
2021,4,10,8,428.69,28.01,5.09,223.31
2021,4,10,9,563.4,31.88,6.63,214.41
2021,4,10,10,631.23,33.64,7.57,209.26
2021,4,10,11,597.24,34.83,8.28,209.1
2021,4,10,12,515.3,35.74,8.28,208.92
2021,4,10,13,519.21,36.58,7.63,206.32
2021,4,10,14,526.88,37.12,7.33,206.43
2021,4,10,15,349.48,37.08,7.1,206.9
2021,4,10,16,173.81,36.33,6.39,205.08
2021,4,10,17,54.7,32.66,3.51,198.25
2021,4,10,18,0,29.4,3.4,187.41
2021,4,10,19,0,28.36,3.36,176.74
2021,4,10,20,0,27.4,3.51,171.31
2021,4,10,21,0,26.48,3.63,173.74
2021,4,10,22,0,25.6,3.62,177.37
2021,4,10,23,0,24.83,3.64,182.46
2021,4,11,0,0,24.33,3.98,189.75
2021,4,11,1,0,23.87,4.18,192.51
2021,4,11,2,0,23.47,4.27,190.51
2021,4,11,3,0,22.9,4.28,189.44
2021,4,11,4,0,22.42,3.99,190.49
2021,4,11,5,7.18,21.8,3.42,201.01
2021,4,11,6,113.6,23.46,3.99,222.18
2021,4,11,7,313.38,25.57,4.51,233.69
2021,4,11,8,528.02,28.74,3.72,230.41
2021,4,11,9,748.86,31.69,3.12,224.12
2021,4,11,10,906.83,33.69,2.81,219.44
2021,4,11,11,928.34,35.11,2.74,220.98
2021,4,11,12,866.19,36.02,2.8,227.62
2021,4,11,13,768.84,36.44,3.07,238.12
2021,4,11,14,556.13,36.43,3.4,249.33
2021,4,11,15,332.15,35.97,3.45,259.56
2021,4,11,16,175.6,35.16,3.42,270.12
2021,4,11,17,77.58,32.32,2.37,303.39
2021,4,11,18,0,28.98,3.15,340.04
2021,4,11,19,0,27.9,3.7,2.62
2021,4,11,20,0,26.71,4.74,20.6
2021,4,11,21,0,25.06,6.03,33.42
2021,4,11,22,0,23.78,6.8,42.46
2021,4,11,23,0,22.66,6.75,47.37
2021,4,12,0,0,21.58,6.19,48.63
2021,4,12,1,0,20.73,5.66,47.01
2021,4,12,2,0,20.17,5.5,44.58
2021,4,12,3,0,19.91,5.56,42.83
2021,4,12,4,0,19.61,5.5,42.04
2021,4,12,5,7.57,19.25,5.47,42.27
2021,4,12,6,113.16,20.03,6.38,43.41
2021,4,12,7,316.71,22.64,6.92,46.99
2021,4,12,8,575.09,26.28,8.11,51.96
2021,4,12,9,769.41,28.93,8.4,58.1
2021,4,12,10,917.31,30.98,7.83,64.49
2021,4,12,11,978.22,32.58,6.91,75.18
2021,4,12,12,962.48,33.69,6.05,89.31
2021,4,12,13,882.47,34.36,5.19,101.9
2021,4,12,14,727.55,34.65,4.39,108.37
2021,4,12,15,512.46,34.57,3.69,107.71
2021,4,12,16,276.49,33.9,3.32,91.89
2021,4,12,17,85.49,31.4,2.91,62.28
2021,4,12,18,0,28.76,4.8,57.63
2021,4,12,19,0,28.06,6.76,62.16
2021,4,12,20,0,26.82,7.03,68.29
2021,4,12,21,0,25.68,7.26,74.85
2021,4,12,22,0,24.58,7.36,80.39
2021,4,12,23,0,23.55,6.58,86.94
2021,4,13,0,0,22.76,6.14,98.18
2021,4,13,1,0,22.15,6.85,111.8
2021,4,13,2,0,21.69,7.18,124.59
2021,4,13,3,0,21.71,6.94,133.94
2021,4,13,4,0,22.23,5.9,134.04
2021,4,13,5,7.57,22.43,5.42,124.73
2021,4,13,6,92.02,23.01,6.25,123.99
2021,4,13,7,294.12,24.82,5.95,128.73
2021,4,13,8,530.84,27.99,5.85,130.1
2021,4,13,9,760.95,31.16,5.99,140.16
2021,4,13,10,823.84,34.15,5.75,154.46
2021,4,13,11,616.39,36.33,4.81,170.47
2021,4,13,12,784.41,37.6,3.76,194.13
2021,4,13,13,745.08,37.92,3.6,228.61
2021,4,13,14,564.19,37.44,5.36,262.7
2021,4,13,15,332.05,36.23,7.53,286.48
2021,4,13,16,92.19,34.48,7.87,303.8
2021,4,13,17,54.8,32.54,5.93,315.81
2021,4,13,18,0,29.8,3.06,344.93
2021,4,13,19,0,28.93,3.86,32.95
2021,4,13,20,0,27.63,6.84,55.58
2021,4,13,21,0,25.5,7.29,62.86
2021,4,13,22,0,24.18,6.52,66.1
2021,4,13,23,0,23.24,5.68,68.2
2021,4,14,0,0,22.6,4.79,72.21
2021,4,14,1,0,22.17,3.94,79.75
2021,4,14,2,0,21.8,3.24,91.17
2021,4,14,3,0,21.4,2.92,103.22
2021,4,14,4,0,21.09,2.84,110.66
2021,4,14,5,7.58,20.81,2.53,110.36
2021,4,14,6,93.2,22.1,3.04,92.57
2021,4,14,7,247.98,24.08,3.79,56.75
2021,4,14,8,482.16,26.85,4.72,40.45
2021,4,14,9,668.16,28.82,5.35,38.74
2021,4,14,10,810.91,30.42,5.65,39.49
2021,4,14,11,923.16,31.55,5.78,39.22
2021,4,14,12,945.35,32.25,5.85,38.47
2021,4,14,13,857.91,32.51,6.02,34.51
2021,4,14,14,692.21,32.26,6.16,29.19
2021,4,14,15,438.86,31.74,6.55,27.06
2021,4,14,16,244.86,30.55,7.05,29.2
2021,4,14,17,60.25,29.04,7.27,30.47
2021,4,14,18,0,27.38,6.79,28.4
2021,4,14,19,0,26.28,7.09,26.88
2021,4,14,20,0,25.1,7.26,27.04
2021,4,14,21,0,23.76,7.1,27.17
2021,4,14,22,0,22.47,6.9,29.24
2021,4,14,23,0,21.38,6.57,31.92
2021,4,15,0,0,20.45,6,33.72
2021,4,15,1,0,19.69,5.55,34.63
2021,4,15,2,0,19.02,5.32,34.87
2021,4,15,3,0,18.41,5.07,36.36
2021,4,15,4,0,17.73,4.55,40.17
2021,4,15,5,9.13,17.14,4.14,45.53
2021,4,15,6,114.95,17.76,4.61,47.83
2021,4,15,7,320.2,20.08,5.41,51.83
2021,4,15,8,549.13,23.18,6.38,55.97
2021,4,15,9,757.69,26.23,6.81,55.96
2021,4,15,10,890,28.4,6.57,52.56
2021,4,15,11,894.09,29.76,6.15,48.71
2021,4,15,12,865.24,30.48,5.71,45.57
2021,4,15,13,816.03,30.63,5.21,42.4
2021,4,15,14,643.55,30.51,4.89,40.18
2021,4,15,15,408.95,30.18,4.74,39.65
2021,4,15,16,233.51,29.49,4.79,39.45
2021,4,15,17,82.41,28.22,4.19,40.03
2021,4,15,18,0,25.29,3.37,40.81
2021,4,15,19,0,24.16,3.64,39.89
2021,4,15,20,0,23.14,3.5,39.18
2021,4,15,21,0,22,3.05,39.04
2021,4,15,22,0,21.01,2.57,39.78
2021,4,15,23,0,20.13,2.43,44.05
2021,4,16,0,0,19.46,2.6,42.08
2021,4,16,1,0,18.95,2.69,35.09
2021,4,16,2,0,18.49,2.46,28.78
2021,4,16,3,0,18.16,2.24,23
2021,4,16,4,0,17.87,2.15,20.06
2021,4,16,5,9.51,17.57,2.11,21.3
2021,4,16,6,132.67,18.37,1.86,27.43
2021,4,16,7,344.13,20.07,2.85,35.54
2021,4,16,8,575.05,23.62,3.87,44.93
2021,4,16,9,779.59,27.19,3.98,37.95
2021,4,16,10,935.41,29.55,3.97,31.78
2021,4,16,11,977.52,31.34,4.51,28.12
2021,4,16,12,975.63,32.51,5.41,25.21
2021,4,16,13,911.91,32.94,5.55,20.82
2021,4,16,14,753.08,32.86,5.17,15.43
2021,4,16,15,546.43,32.15,5.11,13.62
2021,4,16,16,308.68,30.87,5.12,16.07
2021,4,16,17,94.41,28.83,3.95,22.48
2021,4,16,18,0,25.87,3.47,29.84
2021,4,16,19,0,24.75,3.67,36.34
2021,4,16,20,0,23.69,3.73,42.78
2021,4,16,21,0,22.44,3.81,52.38
2021,4,16,22,0,21.08,3.51,58.84
2021,4,16,23,0,19.86,2.97,53.76
2021,4,17,0,0,19.4,2.47,42.21
2021,4,17,1,0,19.33,1.97,20.23
2021,4,17,2,0,19.15,1.78,2.5
2021,4,17,3,0,19.01,1.77,0.34
2021,4,17,4,0,18.59,1.95,334.49
2021,4,17,5,7.84,18.25,2.5,317.69
2021,4,17,6,62.36,19.15,2.51,319.41
2021,4,17,7,186.15,20.76,3.64,324.17
2021,4,17,8,288.41,23.53,3.15,339.96
2021,4,17,9,357.49,27.79,3.73,354.76
2021,4,17,10,320.34,29.92,3.8,350.13
2021,4,17,11,429.07,31.29,3.58,347.52
2021,4,17,12,483.62,31.99,3.05,349.41
2021,4,17,13,303.98,32.12,2.66,353.95
2021,4,17,14,309.05,32.03,2.48,1
2021,4,17,15,234.66,31.68,2.65,10.3
2021,4,17,16,138.05,30.88,3.15,9
2021,4,17,17,70.16,28.91,2.41,359.14
2021,4,17,18,0,26.74,2.44,0.79
2021,4,17,19,0,25.81,2.47,12.26
2021,4,17,20,0,23.94,2.7,20.27
2021,4,17,21,0,22.65,2.79,28.12
2021,4,17,22,0,21.49,2.24,26.66
2021,4,17,23,0,21.32,1.3,0
2021,4,18,0,0,21.12,1.38,296.06
2021,4,18,1,0,20.06,2.15,275.33
2021,4,18,2,0,19.13,2.71,282.23
2021,4,18,3,0,18.58,3.01,290.29
2021,4,18,4,0,18.05,3.18,297.04
2021,4,18,5,10.82,17.74,3.2,310.18
2021,4,18,6,124.09,20.13,3.25,325.54
2021,4,18,7,339.13,22.85,4.19,340.88
2021,4,18,8,593.62,27.21,4.55,1.71
2021,4,18,9,815.88,29.97,4.36,357.96
2021,4,18,10,954.76,31.62,4.29,350.68
2021,4,18,11,991.27,32.76,4.67,352.4
2021,4,18,12,986.02,33.47,5.18,356.68
2021,4,18,13,923.73,33.8,5.52,359.18
2021,4,18,14,726.1,33.78,5.7,0.14
2021,4,18,15,504.15,33.34,5.69,0.64
2021,4,18,16,272.62,32.45,5.52,1.86
2021,4,18,17,84.79,30.08,3.75,7.06
2021,4,18,18,0,26.05,3.53,13.44
2021,4,18,19,0,24.73,3.72,16.95
2021,4,18,20,0,23.69,3.72,19.16
2021,4,18,21,0,22.68,3.61,20.33
2021,4,18,22,0,21.76,3.39,21.51
2021,4,18,23,0,21.01,3.12,23.18
2021,4,19,0,0,20.33,2.9,27.03
2021,4,19,1,0,19.7,2.75,31.16
2021,4,19,2,0,19,2.74,31.1
2021,4,19,3,0,18.35,2.82,25.88
2021,4,19,4,0,17.84,2.86,20.71
2021,4,19,5,12.48,17.65,2.75,16.31
2021,4,19,6,155.78,20.26,2.35,11.88
2021,4,19,7,381,23.36,2.58,3.08
2021,4,19,8,617.66,27.79,3.34,344.61
2021,4,19,9,820.3,31.37,5.59,335.67
2021,4,19,10,956.38,32.69,6.22,334.89
2021,4,19,11,1032.42,33.6,6.62,337.58
2021,4,19,12,1025.91,34.25,6.87,340.92
2021,4,19,13,904.87,34.59,7.06,344.21
2021,4,19,14,710.97,34.49,7.13,347.86
2021,4,19,15,490.91,33.93,7,351.99
2021,4,19,16,266.95,32.9,6.56,356.54
2021,4,19,17,90.17,30.62,4.31,3.54
2021,4,19,18,0,26.52,3.34,10.9
2021,4,19,19,0,25.28,3.14,13.07
2021,4,19,20,0,24.7,2.88,9.34
2021,4,19,21,0,24.26,2.74,1.46
2021,4,19,22,0,23.66,2.72,352.5
2021,4,19,23,0,22.88,2.82,345.13
2021,4,20,0,0,22.09,2.94,343.19
2021,4,20,1,0,21.33,3.02,344.54
2021,4,20,2,0,20.65,3.07,347
2021,4,20,3,0,20.05,3.05,350.38
2021,4,20,4,0,19.55,3.01,353.57
2021,4,20,5,13.48,19.19,2.97,357.27
2021,4,20,6,165.48,21.66,2.73,359.26
2021,4,20,7,402.03,24.86,3.69,357.71
2021,4,20,8,644.97,28.79,3.83,354.93
2021,4,20,9,736.7,32.19,4.9,346.48
2021,4,20,10,973,33.49,5.04,343.77
2021,4,20,11,1014.84,34.5,5.14,343.97
2021,4,20,12,1004.94,35.22,5.33,346.06
2021,4,20,13,939.73,35.62,5.62,349.02
2021,4,20,14,781.26,35.66,5.85,352.9
2021,4,20,15,573.88,35.24,5.92,357.43
2021,4,20,16,329.52,34.33,5.76,2.17
2021,4,20,17,113.55,31.85,3.67,8.64
2021,4,20,18,0,27.84,3.15,15.89
2021,4,20,19,0,26.82,2.76,21.3
2021,4,20,20,0,26.9,2.12,25.3
2021,4,20,21,0,27.37,1.28,26.57
2021,4,20,22,0,27.34,0.35,6.65
2021,4,20,23,0,26.46,0.72,243.87
2021,4,21,0,0,25.2,1.4,243.33
2021,4,21,1,0,23.98,1.86,250.16
2021,4,21,2,0,22.9,2.17,257.3
2021,4,21,3,0,22.01,2.38,264.18
2021,4,21,4,0,21.24,2.52,271.76
2021,4,21,5,14.11,20.67,2.6,280.48
2021,4,21,6,164.73,22.65,2.3,290
2021,4,21,7,400.54,26.1,3.11,299.44
2021,4,21,8,641.39,30.3,2.77,334.18
2021,4,21,9,836.84,34.35,4.17,1.44
2021,4,21,10,971.09,35.87,4.48,10.15
2021,4,21,11,1021.09,36.98,4.62,17.34
2021,4,21,12,1009.27,37.65,4.65,21.77
2021,4,21,13,943.12,37.9,4.55,24.76
2021,4,21,14,780.77,37.78,4.43,28.09
2021,4,21,15,571.77,37.23,4.29,32.15
2021,4,21,16,327.16,36.23,4.11,36.81
2021,4,21,17,114.65,33.23,2.74,42.7
2021,4,21,18,0,28.98,3.27,51.8
2021,4,21,19,0,27.4,3.53,63.85
2021,4,21,20,0,26.22,3.61,78.24
2021,4,21,21,0,25.12,3.6,96.03
2021,4,21,22,0,24.1,3.57,116.1
2021,4,21,23,0,23.18,3.57,134.56
2021,4,22,0,0,22.36,3.61,149.79
2021,4,22,1,0,21.67,3.63,161.36
2021,4,22,2,0,21.06,3.63,169.78
2021,4,22,3,0,20.51,3.62,177.13
2021,4,22,4,0,20.01,3.61,183.5
2021,4,22,5,15.06,19.69,3.58,188.93
2021,4,22,6,167.02,22.55,3.88,193.77
2021,4,22,7,401.44,25.57,4.67,197.51
2021,4,22,8,641.02,29.66,3.82,194.09
2021,4,22,9,839.66,34.9,2.83,184.9
2021,4,22,10,972.24,36.52,2.37,184.26
2021,4,22,11,1036.07,37.48,2.19,182.11
2021,4,22,12,1027.4,38.08,2.03,180.41
2021,4,22,13,956.32,38.3,1.89,180.22
2021,4,22,14,799.31,38.19,1.77,178.11
2021,4,22,15,591.37,37.74,1.75,172.11
2021,4,22,16,344.27,36.87,1.96,163.44
2021,4,22,17,122.34,34.15,1.82,152.32
2021,4,22,18,0,30.38,2.73,148.53
2021,4,22,19,0,28.54,3.42,151.47
2021,4,22,20,0,27.34,3.84,155.82
2021,4,22,21,0,26.36,4.23,161.48
2021,4,22,22,0,25.49,4.75,167.08
2021,4,22,23,0,24.73,5.11,171.84
2021,4,23,0,0,24.01,5.2,175.68
2021,4,23,1,0,23.36,5.09,179.82
2021,4,23,2,0,22.73,4.89,184.78
2021,4,23,3,0,22.15,4.77,189.49
2021,4,23,4,0,21.62,4.77,193.43
2021,4,23,5,15.84,21.3,4.89,196.29
2021,4,23,6,161.23,23.26,6.21,198.69
2021,4,23,7,380.46,25.8,5.96,199.14
2021,4,23,8,587.88,30.15,5.21,196.16
2021,4,23,9,793.46,35.03,4.82,187.03
2021,4,23,10,965.34,36.78,3.42,182.68
2021,4,23,11,996.38,37.73,1.85,172.87
2021,4,23,12,996.14,38.23,1.07,150.57
2021,4,23,13,912.97,38.47,0.92,122.01
2021,4,23,14,729.35,38.42,1.08,99.04
2021,4,23,15,510.9,38.01,1.41,88.39
2021,4,23,16,282.66,37.21,1.85,85.78
2021,4,23,17,114.62,34.74,1.87,92.46
2021,4,23,18,0,30.94,3.01,99.65
2021,4,23,19,0,29.51,3.7,106.31
2021,4,23,20,0,28.58,4.31,113.7
2021,4,23,21,0,27.84,4.8,121
2021,4,23,22,0,27.06,4.91,127.08
2021,4,23,23,0,26.17,4.7,132.77
2021,4,24,0,0,25.32,4.46,141.28
2021,4,24,1,0,24.58,4.34,150.43
2021,4,24,2,0,23.94,4.3,158.08
2021,4,24,3,0,23.33,4.27,165.11
2021,4,24,4,0,22.58,4.24,171.38
2021,4,24,5,15.32,21.91,4.24,176.49
2021,4,24,6,151.12,24.37,5.23,180.29
2021,4,24,7,377.48,27.1,5.18,181.57
2021,4,24,8,594.25,31.27,4.28,174.53
2021,4,24,9,788.7,35.44,4.53,154.58
2021,4,24,10,898.26,36.85,3.73,140.67
2021,4,24,11,993.04,37.75,3.3,122.01
2021,4,24,12,953.46,38.26,3.2,104.07
2021,4,24,13,851.81,38.43,3.27,90.26
2021,4,24,14,686.05,38.12,3.49,81.66
2021,4,24,15,499.68,37.41,3.86,79.31
2021,4,24,16,296.73,36.37,4.2,81.18
2021,4,24,17,137.18,33.88,3.01,86.8
2021,4,24,18,0,30.87,3.37,92.57
2021,4,24,19,0,29.69,3.68,99.37
2021,4,24,20,0,28.55,3.78,107.93
2021,4,24,21,0,27.33,3.73,117.85
2021,4,24,22,0,26.04,3.68,128.53
2021,4,24,23,0,24.54,3.7,138.99
2021,4,25,0,0,23.56,3.75,147.86
2021,4,25,1,0,22.95,3.81,154.59
2021,4,25,2,0,22.43,3.86,160.16
2021,4,25,3,0,21.99,3.93,165.02
2021,4,25,4,0,21.58,3.97,169.34
2021,4,25,5,18.05,21.37,3.95,173.27
2021,4,25,6,183.82,24.39,4.41,177.48
2021,4,25,7,422.71,27.66,5.13,180.39
2021,4,25,8,657.65,31.85,4.6,172.77
2021,4,25,9,854.59,35.37,4.87,158.35
2021,4,25,10,984.04,36.6,4.12,150.12
2021,4,25,11,1008.07,37.38,3.58,140.87
2021,4,25,12,1003.27,37.91,3.28,131.64
2021,4,25,13,918.09,38.15,3.21,122.34
2021,4,25,14,744.88,38.02,3.34,113.68
2021,4,25,15,507.97,37.52,3.68,108.29
2021,4,25,16,271.71,36.65,4.13,109
2021,4,25,17,99.64,34.34,3.2,117.77
2021,4,25,18,7.33,30.51,3.44,125.91
2021,4,25,19,0,28.8,3.75,130.46
2021,4,25,20,0,27.86,3.89,129.45
2021,4,25,21,0,26.9,3.89,132.54
2021,4,25,22,0,25.77,3.89,141.5
2021,4,25,23,0,25.19,3.88,153.15
2021,4,26,0,0,24.82,3.84,165.26
2021,4,26,1,0,24.59,3.77,174.98
2021,4,26,2,0,24.22,3.7,183.42
2021,4,26,3,0,23.9,3.79,194.64
2021,4,26,4,0,23.67,4.24,212.33
2021,4,26,5,15.96,23.26,4.06,229.2
2021,4,26,6,103.32,24.03,3.98,244.84
2021,4,26,7,245.12,25.15,4.28,256.94
2021,4,26,8,366.94,27.37,3.78,270.43
2021,4,26,9,514.34,31.71,3.01,253.34
2021,4,26,10,604.74,34.76,3.07,206.34
2021,4,26,11,736.69,35.9,3.79,198.8
2021,4,26,12,748.95,36.55,4.06,203.41
2021,4,26,13,795.08,36.86,4,207.21
2021,4,26,14,582.05,36.87,3.8,206.42
2021,4,26,15,392.18,36.37,3.95,196.67
2021,4,26,16,207.2,35.26,4.89,186.85
2021,4,26,17,57.98,33.51,5.75,181.76
2021,4,26,18,6.67,31.48,5.92,178.89
2021,4,26,19,0,29.98,5.92,179.64
2021,4,26,20,0,28.51,4.76,184.64
2021,4,26,21,0,27.24,3.8,192.85
2021,4,26,22,0,26.14,3.32,202.3
2021,4,26,23,0,25.16,3.21,211.43
2021,4,27,0,0,24.27,3.23,217.4
2021,4,27,1,0,23.58,3.23,219.24
2021,4,27,2,0,22.96,3.22,218.78
2021,4,27,3,0,22.52,3.23,217.17
2021,4,27,4,0,22.19,3.22,212.87
2021,4,27,5,17.55,22.04,3.25,204.84
2021,4,27,6,148.3,24.44,4.92,197.41
2021,4,27,7,361.69,27.23,5.69,191.7
2021,4,27,8,573.14,31.6,8.58,189.38
2021,4,27,9,776.59,33.7,9.05,190.21
2021,4,27,10,904.93,35.08,8.69,190.35
2021,4,27,11,924.34,35.99,8.2,190.43
2021,4,27,12,835.29,36.55,7.54,189.72
2021,4,27,13,671.34,36.76,6.9,188.24
2021,4,27,14,526.87,36.49,6.41,186.39
2021,4,27,15,365.64,35.97,5.93,183.1
2021,4,27,16,183.8,35.28,5.48,177.5
2021,4,27,17,71.2,33.8,4.37,170.23
2021,4,27,18,6.66,30.15,3.27,164.95
2021,4,27,19,0,28.76,3.54,163.97
2021,4,27,20,0,27.58,3.26,180.2
2021,4,27,21,0,26.68,3.4,241.12
2021,4,27,22,0,26.26,6.65,288.12
2021,4,27,23,0,24.3,7.27,317.56
2021,4,28,0,0,23.19,6.15,336.11
2021,4,28,1,0,22.98,4.5,342.37
2021,4,28,2,0,22.82,2.96,334.92
2021,4,28,3,0,22.65,2.71,311.93
2021,4,28,4,0,22.84,3.36,300.78
2021,4,28,5,15.38,22.96,2.76,305.6
2021,4,28,6,80.47,24.5,3.61,319.76
2021,4,28,7,169.3,26.31,3.67,336.71
2021,4,28,8,210.63,30.27,4.28,2.68
2021,4,28,9,417.16,33.33,5.09,17.69
2021,4,28,10,717.74,34.41,5.19,23.78
2021,4,28,11,761.88,34.8,5,26.3
2021,4,28,12,752.5,34.41,4.47,22.82
2021,4,28,13,575.65,33.64,4.18,5
2021,4,28,14,397.22,32.6,5.15,339.55
2021,4,28,15,174.07,31.15,7.17,327.47
2021,4,28,16,97.42,28.81,9.6,328.74
2021,4,28,17,47.67,25.18,10.89,336.59
2021,4,28,18,4.91,22.93,9.74,347.93
2021,4,28,19,0,22.49,8.65,359.51
2021,4,28,20,0,22.27,7.16,17.29
2021,4,28,21,0,22.33,5.75,43.08
2021,4,28,22,0,22.71,4.73,64.44
2021,4,28,23,0,21.98,3.41,68.37
2021,4,29,0,0,21.78,2.8,66.17
2021,4,29,1,0,21.76,2.66,61.94
2021,4,29,2,0,21.87,2.73,55.89
2021,4,29,3,0,21.96,2.9,51
2021,4,29,4,0,22.05,3.07,46.79
2021,4,29,5,16.34,22.27,3.25,42.7
2021,4,29,6,130.21,24.77,3.88,39.38
2021,4,29,7,305.17,27.09,5.2,38.27
2021,4,29,8,578.34,30.19,5.89,44.86
2021,4,29,9,766.68,31.75,5.2,40.93
2021,4,29,10,923.35,32.9,4.6,31.39
2021,4,29,11,997.26,33.77,4.35,21.49
2021,4,29,12,991.41,34.37,4.42,16.55
2021,4,29,13,927.38,34.73,4.69,15.06
2021,4,29,14,776.38,34.77,5.02,14.12
2021,4,29,15,579.44,34.41,5.28,14.37
2021,4,29,16,345.56,33.56,5.31,16.55
2021,4,29,17,123.49,31.05,3.51,24.39
2021,4,29,18,7.59,26.69,3.46,34.64
2021,4,29,19,0,25.15,3.69,40.66
2021,4,29,20,0,24.09,3.77,42.81
2021,4,29,21,0,23.03,3.77,41.71
2021,4,29,22,0,22.02,3.73,39.43
2021,4,29,23,0,21.07,3.66,36.39
2021,4,30,0,0,20.15,3.5,34.17
2021,4,30,1,0,19.31,3.29,31.77
2021,4,30,2,0,18.59,3.06,28.07
2021,4,30,3,0,18.1,2.77,24.52
2021,4,30,4,0,18.01,2.36,22.69
2021,4,30,5,23.1,18.46,1.86,20.22
2021,4,30,6,201.1,20.56,1.6,9.07
2021,4,30,7,450.15,23.04,1.98,347.45
2021,4,30,8,688,27.2,2.99,344.98
2021,4,30,9,883.8,31.14,5.09,342.64
2021,4,30,10,1003.73,32.62,5.61,335.02
2021,4,30,11,1020.79,33.72,5.95,331.18
2021,4,30,12,1019.21,34.49,6.22,331.95
2021,4,30,13,952.84,34.92,6.43,334.87
2021,4,30,14,797.19,34.92,6.57,338.8
2021,4,30,15,593.38,34.43,6.58,343.42
2021,4,30,16,351.48,33.45,6.39,348.16
2021,4,30,17,125.47,31.07,4.41,354.79
2021,4,30,18,7.59,26.51,3.6,0.84
2021,4,30,19,0,24.9,3.59,3.76
2021,4,30,20,0,23.9,3.42,4.13
2021,4,30,21,0,23.12,3.24,1.73
2021,4,30,22,0,22.51,3.07,356.79
2021,4,30,23,0,21.95,2.98,350.28
2021,5,1,0,0,21.38,2.98,344.07
2021,5,1,1,0,20.8,3.1,339.51
2021,5,1,2,0,20.2,3.27,338.38
2021,5,1,3,0,19.72,3.37,339.71
2021,5,1,4,0,19.3,3.34,342.07
2021,5,1,5,23.2,19.15,3.19,343.83
2021,5,1,6,191.44,22.28,3.01,344.15
2021,5,1,7,426.76,25.23,3.36,342.6
2021,5,1,8,659.86,29.47,3.35,346.66
2021,5,1,9,854.27,33.26,4.52,347.92
2021,5,1,10,971.13,34.55,4.68,345.11
2021,5,1,11,1037.8,35.51,4.83,343.47
2021,5,1,12,1035.04,36.16,5.06,342.8
2021,5,1,13,965.98,36.5,5.33,342.87
2021,5,1,14,817.93,36.45,5.61,344.36
2021,5,1,15,618.46,36,5.81,347.29
2021,5,1,16,378.41,35.1,5.86,351.52
2021,5,1,17,140.09,33.08,4.35,359.39
2021,5,1,18,7.93,28.74,3.48,9.73
2021,5,1,19,0,27.2,3.62,17.33
2021,5,1,20,0,26.16,3.58,22.83
2021,5,1,21,0,25.23,3.45,26.76
2021,5,1,22,0,24.49,3.23,30.27
2021,5,1,23,0,23.98,2.96,34.28
2021,5,2,0,0,23.9,2.62,40.89
2021,5,2,1,0,24.02,2.28,51.42
2021,5,2,2,0,24,2.07,65.09
2021,5,2,3,0,23.79,1.99,77.84
2021,5,2,4,0,23.41,1.97,82.11
2021,5,2,5,24.5,22.72,2,70.26
2021,5,2,6,202.31,24.11,2.41,49.06
2021,5,2,7,443.85,26.59,3.57,44.35
2021,5,2,8,672.82,30.38,4.12,60.39
2021,5,2,9,861.58,33.34,3.71,76.1
2021,5,2,10,977.41,34.96,2.69,88.69
2021,5,2,11,934.9,36,1.47,107.15
2021,5,2,12,898.57,36.68,0.44,183.53
2021,5,2,13,733.65,37.23,1.2,254.13
2021,5,2,14,566.95,37.43,2.26,269.16
2021,5,2,15,347.34,37.17,2.95,274.83
2021,5,2,16,194.22,36.51,3.45,282.41
2021,5,2,17,78.04,34.62,2.65,297.31
2021,5,2,18,7,31.07,2.7,320.1
2021,5,2,19,0,29.6,3.05,340.06
2021,5,2,20,0,28.79,3.13,359.85
2021,5,2,21,0,27.76,3.06,22.91
2021,5,2,22,0,26.05,3.14,52.39
2021,5,2,23,0,24.81,3.69,73.29
2021,5,3,0,0,23.96,4.95,85.04
2021,5,3,1,0,23.23,5.02,88.55
2021,5,3,2,0,22.75,4.34,86.61
2021,5,3,3,0,21.92,3.26,81.92
2021,5,3,4,0,21.21,2.65,74.63
2021,5,3,5,20.98,20.56,2.28,60.6
2021,5,3,6,185.2,22.37,2.95,32.37
2021,5,3,7,413.04,25.15,3.61,7.67
2021,5,3,8,642.95,28.72,4.61,349.99
2021,5,3,9,837.09,31.11,5.27,339.22
2021,5,3,10,955.03,32.7,5.56,330.88
2021,5,3,11,979.46,33.74,5.95,324.66
2021,5,3,12,979,34.3,6.55,324.13
2021,5,3,13,907.62,34.42,7.17,327.56
2021,5,3,14,759.42,34.16,7.48,332.13
2021,5,3,15,558.95,33.53,7.51,335.87
2021,5,3,16,327.33,32.48,7.27,338.88
